"produksjon og forbruk";"måned";"Elektrisk kraft"
"1.1 Produksjon av vannkraft";"2001M07";6824626
"1.1 Produksjon av vannkraft";"2001M08";7814380
"1.1 Produksjon av vannkraft";"2001M09";7634781
"1.1 Produksjon av vannkraft";"2001M10";9870696
"1.1 Produksjon av vannkraft";"2001M11";12357322
"1.1 Produksjon av vannkraft";"2001M12";13592813
"1.1 Produksjon av vannkraft";"2002M01";13429626
"1.1 Produksjon av vannkraft";"2002M02";11417989
"1.1 Produksjon av vannkraft";"2002M03";11743476
"1.1 Produksjon av vannkraft";"2002M04";9653841
"1.1 Produksjon av vannkraft";"2002M05";9520386
"1.1 Produksjon av vannkraft";"2002M06";9787842
"1.1 Produksjon av vannkraft";"2002M07";9513106
"1.1 Produksjon av vannkraft";"2002M08";9708274
"1.1 Produksjon av vannkraft";"2002M09";9444404
"1.1 Produksjon av vannkraft";"2002M10";11743738
"1.1 Produksjon av vannkraft";"2002M11";11904197
"1.1 Produksjon av vannkraft";"2002M12";11861532
"1.1 Produksjon av vannkraft";"2003M01";10913220
"1.1 Produksjon av vannkraft";"2003M02";9724705
"1.1 Produksjon av vannkraft";"2003M03";8831255
"1.1 Produksjon av vannkraft";"2003M04";7349242
"1.1 Produksjon av vannkraft";"2003M05";7207886
"1.1 Produksjon av vannkraft";"2003M06";7860257
"1.1 Produksjon av vannkraft";"2003M07";7016462
"1.1 Produksjon av vannkraft";"2003M08";7717030
"1.1 Produksjon av vannkraft";"2003M09";8443872
"1.1 Produksjon av vannkraft";"2003M10";10738995
"1.1 Produksjon av vannkraft";"2003M11";9871065
"1.1 Produksjon av vannkraft";"2003M12";10426777
"1.1 Produksjon av vannkraft";"2004M01";12237794
"1.1 Produksjon av vannkraft";"2004M02";10629659
"1.1 Produksjon av vannkraft";"2004M03";10467571
"1.1 Produksjon av vannkraft";"2004M04";7798307
"1.1 Produksjon av vannkraft";"2004M05";7589671
"1.1 Produksjon av vannkraft";"2004M06";7669888
"1.1 Produksjon av vannkraft";"2004M07";6192211
"1.1 Produksjon av vannkraft";"2004M08";7535347
"1.1 Produksjon av vannkraft";"2004M09";7948741
"1.1 Produksjon av vannkraft";"2004M10";9162655
"1.1 Produksjon av vannkraft";"2004M11";10613484
"1.1 Produksjon av vannkraft";"2004M12";11434374
"1.1 Produksjon av vannkraft";"2005M01";13256254
"1.1 Produksjon av vannkraft";"2005M02";13277845
"1.1 Produksjon av vannkraft";"2005M03";13539812
"1.1 Produksjon av vannkraft";"2005M04";10786894
"1.1 Produksjon av vannkraft";"2005M05";9827689
"1.1 Produksjon av vannkraft";"2005M06";9492169
"1.1 Produksjon av vannkraft";"2005M07";9090615
"1.1 Produksjon av vannkraft";"2005M08";9301139
"1.1 Produksjon av vannkraft";"2005M09";9462646
"1.1 Produksjon av vannkraft";"2005M10";11152823
"1.1 Produksjon av vannkraft";"2005M11";12942343
"1.1 Produksjon av vannkraft";"2005M12";14440518
"1.1 Produksjon av vannkraft";"2006M01";14638255
"1.1 Produksjon av vannkraft";"2006M02";13063644
"1.1 Produksjon av vannkraft";"2006M03";13495826
"1.1 Produksjon av vannkraft";"2006M04";9446228
"1.1 Produksjon av vannkraft";"2006M05";7821440
"1.1 Produksjon av vannkraft";"2006M06";8388455
"1.1 Produksjon av vannkraft";"2006M07";7856659
"1.1 Produksjon av vannkraft";"2006M08";8268969
"1.1 Produksjon av vannkraft";"2006M09";7784117
"1.1 Produksjon av vannkraft";"2006M10";8434123
"1.1 Produksjon av vannkraft";"2006M11";10005439
"1.1 Produksjon av vannkraft";"2006M12";10601465
"1.1 Produksjon av vannkraft";"2007M01";12381771
"1.1 Produksjon av vannkraft";"2007M02";12782437
"1.1 Produksjon av vannkraft";"2007M03";11289100
"1.1 Produksjon av vannkraft";"2007M04";10008806
"1.1 Produksjon av vannkraft";"2007M05";10322725
"1.1 Produksjon av vannkraft";"2007M06";9777408
"1.1 Produksjon av vannkraft";"2007M07";10223632
"1.1 Produksjon av vannkraft";"2007M08";11093546
"1.1 Produksjon av vannkraft";"2007M09";11346769
"1.1 Produksjon av vannkraft";"2007M10";11415115
"1.1 Produksjon av vannkraft";"2007M11";12056842
"1.1 Produksjon av vannkraft";"2007M12";12590469
"1.1 Produksjon av vannkraft";"2008M01";13417638
"1.1 Produksjon av vannkraft";"2008M02";12745900
"1.1 Produksjon av vannkraft";"2008M03";13445436
"1.1 Produksjon av vannkraft";"2008M04";11137187
"1.1 Produksjon av vannkraft";"2008M05";10437667
"1.1 Produksjon av vannkraft";"2008M06";10581569
"1.1 Produksjon av vannkraft";"2008M07";10255988
"1.1 Produksjon av vannkraft";"2008M08";10004402
"1.1 Produksjon av vannkraft";"2008M09";10132009
"1.1 Produksjon av vannkraft";"2008M10";11641715
"1.1 Produksjon av vannkraft";"2008M11";12647546
"1.1 Produksjon av vannkraft";"2008M12";14074843
"1.1 Produksjon av vannkraft";"2009M01";13796276
"1.1 Produksjon av vannkraft";"2009M02";12015959
"1.1 Produksjon av vannkraft";"2009M03";11653000
"1.1 Produksjon av vannkraft";"2009M04";9052480
"1.1 Produksjon av vannkraft";"2009M05";8471635
"1.1 Produksjon av vannkraft";"2009M06";7641988
"1.1 Produksjon av vannkraft";"2009M07";7599770
"1.1 Produksjon av vannkraft";"2009M08";9151292
"1.1 Produksjon av vannkraft";"2009M09";10099918
"1.1 Produksjon av vannkraft";"2009M10";12073913
"1.1 Produksjon av vannkraft";"2009M11";11921648
"1.1 Produksjon av vannkraft";"2009M12";13591998
"1.1 Produksjon av vannkraft";"2010M01";14249365
"1.1 Produksjon av vannkraft";"2010M02";12082668
"1.1 Produksjon av vannkraft";"2010M03";10569953
"1.1 Produksjon av vannkraft";"2010M04";8107465
"1.1 Produksjon av vannkraft";"2010M05";7055820
"1.1 Produksjon av vannkraft";"2010M06";6427624
"1.1 Produksjon av vannkraft";"2010M07";7441873
"1.1 Produksjon av vannkraft";"2010M08";7425687
"1.1 Produksjon av vannkraft";"2010M09";8609302
"1.1 Produksjon av vannkraft";"2010M10";10963316
"1.1 Produksjon av vannkraft";"2010M11";11643542
"1.1 Produksjon av vannkraft";"2010M12";13365401
"1.1 Produksjon av vannkraft";"2011M01";10524386
"1.1 Produksjon av vannkraft";"2011M02";9865867
"1.1 Produksjon av vannkraft";"2011M03";9369715
"1.1 Produksjon av vannkraft";"2011M04";7793373
"1.1 Produksjon av vannkraft";"2011M05";8141646
"1.1 Produksjon av vannkraft";"2011M06";9015881
"1.1 Produksjon av vannkraft";"2011M07";10228637
"1.1 Produksjon av vannkraft";"2011M08";10125321
"1.1 Produksjon av vannkraft";"2011M09";10059072
"1.1 Produksjon av vannkraft";"2011M10";11748703
"1.1 Produksjon av vannkraft";"2011M11";12651390
"1.1 Produksjon av vannkraft";"2011M12";12555351
"1.1 Produksjon av vannkraft";"2012M01";15006054
"1.1 Produksjon av vannkraft";"2012M02";13937887
"1.1 Produksjon av vannkraft";"2012M03";12413809
"1.1 Produksjon av vannkraft";"2012M04";11710654
"1.1 Produksjon av vannkraft";"2012M05";10808425
"1.1 Produksjon av vannkraft";"2012M06";10120319
"1.1 Produksjon av vannkraft";"2012M07";10012282
"1.1 Produksjon av vannkraft";"2012M08";10684799
"1.1 Produksjon av vannkraft";"2012M09";10521127
"1.1 Produksjon av vannkraft";"2012M10";11765389
"1.1 Produksjon av vannkraft";"2012M11";11825234
"1.1 Produksjon av vannkraft";"2012M12";14092365
"1.1 Produksjon av vannkraft";"2013M01";14148246
"1.1 Produksjon av vannkraft";"2013M02";12093357
"1.1 Produksjon av vannkraft";"2013M03";11950284
"1.1 Produksjon av vannkraft";"2013M04";9127947
"1.1 Produksjon av vannkraft";"2013M05";9343219
"1.1 Produksjon av vannkraft";"2013M06";9270084
"1.1 Produksjon av vannkraft";"2013M07";9277607
"1.1 Produksjon av vannkraft";"2013M08";9726483
"1.1 Produksjon av vannkraft";"2013M09";9469056
"1.1 Produksjon av vannkraft";"2013M10";10383643
"1.1 Produksjon av vannkraft";"2013M11";11719841
"1.1 Produksjon av vannkraft";"2013M12";12512431
"1.1 Produksjon av vannkraft";"2014M01";14072018
"1.1 Produksjon av vannkraft";"2014M02";11343284
"1.1 Produksjon av vannkraft";"2014M03";11702699
"1.1 Produksjon av vannkraft";"2014M04";11046960
"1.1 Produksjon av vannkraft";"2014M05";11035551
"1.1 Produksjon av vannkraft";"2014M06";10356319
"1.1 Produksjon av vannkraft";"2014M07";9811824
"1.1 Produksjon av vannkraft";"2014M08";9390051
"1.1 Produksjon av vannkraft";"2014M09";10142671
"1.1 Produksjon av vannkraft";"2014M10";11293424
"1.1 Produksjon av vannkraft";"2014M11";12601738
"1.1 Produksjon av vannkraft";"2014M12";13839214
"1.1 Produksjon av vannkraft";"2015M01";14174194
"1.1 Produksjon av vannkraft";"2015M02";12328923
"1.1 Produksjon av vannkraft";"2015M03";12636833
"1.1 Produksjon av vannkraft";"2015M04";10530859
"1.1 Produksjon av vannkraft";"2015M05";10453959
"1.1 Produksjon av vannkraft";"2015M06";10631017
"1.1 Produksjon av vannkraft";"2015M07";9773733
"1.1 Produksjon av vannkraft";"2015M08";10273233
"1.1 Produksjon av vannkraft";"2015M09";10721754
"1.1 Produksjon av vannkraft";"2015M10";11496478
"1.1 Produksjon av vannkraft";"2015M11";12657293
"1.1 Produksjon av vannkraft";"2015M12";13335506
"1.1 Produksjon av vannkraft";"2016M01";15834861
"1.1 Produksjon av vannkraft";"2016M02";13608131
"1.1 Produksjon av vannkraft";"2016M03";13856537
"1.1 Produksjon av vannkraft";"2016M04";11257556
"1.1 Produksjon av vannkraft";"2016M05";10889267
"1.1 Produksjon av vannkraft";"2016M06";10660561
"1.1 Produksjon av vannkraft";"2016M07";9952279
"1.1 Produksjon av vannkraft";"2016M08";9949918
"1.1 Produksjon av vannkraft";"2016M09";10180388
"1.1 Produksjon av vannkraft";"2016M10";11648805
"1.1 Produksjon av vannkraft";"2016M11";12652249
"1.1 Produksjon av vannkraft";"2016M12";13514754
"1.1 Produksjon av vannkraft";"2017M01";14737330
"1.1 Produksjon av vannkraft";"2017M02";12667724
"1.1 Produksjon av vannkraft";"2017M03";12264196
"1.1 Produksjon av vannkraft";"2017M04";11058537
"1.1 Produksjon av vannkraft";"2017M05";10874085
"1.1 Produksjon av vannkraft";"2017M06";10671504
"1.1 Produksjon av vannkraft";"2017M07";10189374
"1.1 Produksjon av vannkraft";"2017M08";10638498
"1.1 Produksjon av vannkraft";"2017M09";10827917
"1.1 Produksjon av vannkraft";"2017M10";11748096
"1.1 Produksjon av vannkraft";"2017M11";13106785
"1.1 Produksjon av vannkraft";"2017M12";14211921
"1.1 Produksjon av vannkraft";"2018M01";14966904
"1.1 Produksjon av vannkraft";"2018M02";14252555
"1.1 Produksjon av vannkraft";"2018M03";13477906
"1.1 Produksjon av vannkraft";"2018M04";10037426
"1.1 Produksjon av vannkraft";"2018M05";9757635
"1.1 Produksjon av vannkraft";"2018M06";9165049
"1.1 Produksjon av vannkraft";"2018M07";8896670
"1.1 Produksjon av vannkraft";"2018M08";10027285
"1.1 Produksjon av vannkraft";"2018M09";10528726
"1.1 Produksjon av vannkraft";"2018M10";12507962
"1.1 Produksjon av vannkraft";"2018M11";12932163
"1.1 Produksjon av vannkraft";"2018M12";12961540
"1.1 Produksjon av vannkraft";"2019M01";13880701
"1.1 Produksjon av vannkraft";"2019M02";10991055
"1.1 Produksjon av vannkraft";"2019M03";10477292
"1.1 Produksjon av vannkraft";"2019M04";9342332
"1.1 Produksjon av vannkraft";"2019M05";9168288
"1.1 Produksjon av vannkraft";"2019M06";8847070
"1.1 Produksjon av vannkraft";"2019M07";9233706
"1.1 Produksjon av vannkraft";"2019M08";9511438
"1.1 Produksjon av vannkraft";"2019M09";10178611
"1.1 Produksjon av vannkraft";"2019M10";10800207
"1.1 Produksjon av vannkraft";"2019M11";12075504
"1.1 Produksjon av vannkraft";"2019M12";11289732
"1.1 Produksjon av vannkraft";"2020M01";12018612
"1.1 Produksjon av vannkraft";"2020M02";11806306
"1.1 Produksjon av vannkraft";"2020M03";13010776
"1.1 Produksjon av vannkraft";"2020M04";11616762
"1.1 Produksjon av vannkraft";"2020M05";11282754
"1.1 Produksjon av vannkraft";"2020M06";9996063
"1.1 Produksjon av vannkraft";"2020M07";10451675
"1.1 Produksjon av vannkraft";"2020M08";10838474
"1.1 Produksjon av vannkraft";"2020M09";10993018
"1.1 Produksjon av vannkraft";"2020M10";12907317
"1.1 Produksjon av vannkraft";"2020M11";11950535
"1.1 Produksjon av vannkraft";"2020M12";14720967
"1.1 Produksjon av vannkraft";"2021M01";16448465
"1.1 Produksjon av vannkraft";"2021M02";13172264
"1.1 Produksjon av vannkraft";"2021M03";12382899
"1.1 Produksjon av vannkraft";"2021M04";11375507
"1.1 Produksjon av vannkraft";"2021M05";11396142
"1.1 Produksjon av vannkraft";"2021M06";10671115
"1.1 Produksjon av vannkraft";"2021M07";10211586
"1.1 Produksjon av vannkraft";"2021M08";9657246
"1.1 Produksjon av vannkraft";"2021M09";10126089
"1.1 Produksjon av vannkraft";"2021M10";10743083
"1.1 Produksjon av vannkraft";"2021M11";13011644
"1.1 Produksjon av vannkraft";"2021M12";14473978
"1.1 Produksjon av vannkraft";"2022M01";13174587
"1.1 Produksjon av vannkraft";"2022M02";11278236
"1.1 Produksjon av vannkraft";"2022M03";13058651
"1.1 Produksjon av vannkraft";"2022M04";10135314
"1.1 Produksjon av vannkraft";"2022M05";9492477
"1.1 Produksjon av vannkraft";"2022M06";10543848
"1.1 Produksjon av vannkraft";"2022M07";9421451
"1.1 Produksjon av vannkraft";"2022M08";9357103
"1.1 Produksjon av vannkraft";"2022M09";7352290
"1.1 Produksjon av vannkraft";"2022M10";9369387
"1.1 Produksjon av vannkraft";"2022M11";12364093
"1.1 Produksjon av vannkraft";"2022M12";13189657
"1.1 Produksjon av vannkraft";"2023M01";12247275
"1.1 Produksjon av vannkraft";"2023M02";12043602
"1.1 Produksjon av vannkraft";"2023M03";12830945
"1.1 Produksjon av vannkraft";"2023M04";10648862
"1.1 Produksjon av vannkraft";"2023M05";9830063
"1.1 Produksjon av vannkraft";"2023M06";10444315
"1.1 Produksjon av vannkraft";"2023M07";10596552
"1.1 Produksjon av vannkraft";"2023M08";11225697
"1.1 Produksjon av vannkraft";"2023M09";10707186
"1.1 Produksjon av vannkraft";"2023M10";11775274
"1.1 Produksjon av vannkraft";"2023M11";12716210
"1.1 Produksjon av vannkraft";"2023M12";12261710
"1.1 Produksjon av vannkraft";"2024M01";13718032
"1.1 Produksjon av vannkraft";"2024M02";12575597
"1.1 Produksjon av vannkraft";"2024M03";12941225
"1.1 Produksjon av vannkraft";"2024M04";11129878
"1.1 Produksjon av vannkraft";"2024M05";10741020
"1.1 Produksjon av vannkraft";"2024M06";10124506
"1.1 Produksjon av vannkraft";"2024M07";10194309
"1.1 Produksjon av vannkraft";"2024M08";9746939
"1.1 Produksjon av vannkraft";"2024M09";10418989
"1.1 Produksjon av vannkraft";"2024M10";11283463
"1.1 Produksjon av vannkraft";"2024M11";13217189
"1.1 Produksjon av vannkraft";"2024M12";13923035
"1.1 Produksjon av vannkraft";"2025M01";15778874
"1.1 Produksjon av vannkraft";"2025M02";14496090
"1.2 Produksjon av vindkraft";"1993M01";..
"1.2 Produksjon av vindkraft";"1993M02";..
"1.2 Produksjon av vindkraft";"1993M03";..
"1.2 Produksjon av vindkraft";"1993M04";..
"1.2 Produksjon av vindkraft";"1993M05";..
"1.2 Produksjon av vindkraft";"1993M06";..
"1.2 Produksjon av vindkraft";"1993M07";..
"1.2 Produksjon av vindkraft";"1993M08";..
"1.2 Produksjon av vindkraft";"1993M09";..
"1.2 Produksjon av vindkraft";"1993M10";..
"1.2 Produksjon av vindkraft";"1993M11";..
"1.2 Produksjon av vindkraft";"1993M12";..
"1.2 Produksjon av vindkraft";"1994M01";..
"1.2 Produksjon av vindkraft";"1994M02";..
"1.2 Produksjon av vindkraft";"1994M03";..
"1.2 Produksjon av vindkraft";"1994M04";..
"1.2 Produksjon av vindkraft";"1994M05";..
"1.2 Produksjon av vindkraft";"1994M06";..
"1.2 Produksjon av vindkraft";"1994M07";..
"1.2 Produksjon av vindkraft";"1994M08";..
"1.2 Produksjon av vindkraft";"1994M09";..
"1.2 Produksjon av vindkraft";"1994M10";..
"1.2 Produksjon av vindkraft";"1994M11";..
"1.2 Produksjon av vindkraft";"1994M12";..
"1.2 Produksjon av vindkraft";"1995M01";..
"1.2 Produksjon av vindkraft";"1995M02";..
"1.2 Produksjon av vindkraft";"1995M03";..
"1.2 Produksjon av vindkraft";"1995M04";..
"1.2 Produksjon av vindkraft";"1995M05";..
"1.2 Produksjon av vindkraft";"1995M06";..
"1.2 Produksjon av vindkraft";"1995M07";..
"1.2 Produksjon av vindkraft";"1995M08";..
"1.2 Produksjon av vindkraft";"1995M09";..
"1.2 Produksjon av vindkraft";"1995M10";..
"1.2 Produksjon av vindkraft";"1995M11";..
"1.2 Produksjon av vindkraft";"1995M12";..
"1.2 Produksjon av vindkraft";"1996M01";..
"1.2 Produksjon av vindkraft";"1996M02";..
"1.2 Produksjon av vindkraft";"1996M03";..
"1.2 Produksjon av vindkraft";"1996M04";..
"1.2 Produksjon av vindkraft";"1996M05";..
"1.2 Produksjon av vindkraft";"1996M06";..
"1.2 Produksjon av vindkraft";"1996M07";..
"1.2 Produksjon av vindkraft";"1996M08";..
"1.2 Produksjon av vindkraft";"1996M09";..
"1.2 Produksjon av vindkraft";"1996M10";..
"1.2 Produksjon av vindkraft";"1996M11";..
"1.2 Produksjon av vindkraft";"1996M12";..
"1.2 Produksjon av vindkraft";"1997M01";..
"1.2 Produksjon av vindkraft";"1997M02";..
"1.2 Produksjon av vindkraft";"1997M03";..
"1.2 Produksjon av vindkraft";"1997M04";..
"1.2 Produksjon av vindkraft";"1997M05";..
"1.2 Produksjon av vindkraft";"1997M06";..
"1.2 Produksjon av vindkraft";"1997M07";..
"1.2 Produksjon av vindkraft";"1997M08";..
"1.2 Produksjon av vindkraft";"1997M09";..
"1.2 Produksjon av vindkraft";"1997M10";..
"1.2 Produksjon av vindkraft";"1997M11";..
"1.2 Produksjon av vindkraft";"1997M12";..
"1.2 Produksjon av vindkraft";"1998M01";..
"1.2 Produksjon av vindkraft";"1998M02";..
"1.2 Produksjon av vindkraft";"1998M03";..
